node_label	node_type	node_count	example_files
oxidative damage to biomolecules	BIOLOGICAL_PROCESS	1	data/traits/environment/obligately_anaerobic.yaml
ferrous iron (fe(ii))	CHEMICAL	1	data/traits/environment/obligately_anaerobic.yaml
dna damage	BIOLOGICAL_PROCESS	1	data/traits/environment/obligately_anaerobic.yaml
pyruvate formate-lyase (pfl)	GENE_OR_PROTEIN	1	data/traits/environment/obligately_anaerobic.yaml
[fefe]-hydrogenase	GENE_OR_PROTEIN	1	data/traits/environment/obligately_anaerobic.yaml
obligate high hydrostatic pressure	ENVIRONMENTAL_FACTOR	1	data/traits/environment/obligately_piezophilic.yaml
pressure-dependent cellular machinery	BIOLOGICAL_PROCESS	1	data/traits/environment/obligately_piezophilic.yaml
inability to grow at ambient pressure (0.1 mpa)	QUALITY	1	data/traits/environment/obligately_piezophilic.yaml
unsaturated/branched-chain membrane lipids	CHEMICAL	1	data/traits/environment/obligately_piezophilic.yaml
maintenance of membrane fluidity under hhp	BIOLOGICAL_PROCESS	1	data/traits/environment/obligately_piezophilic.yaml
f1f0-atp synthase	GENE_OR_PROTEIN	1	data/traits/environment/optimum_phenotype_with_numerical_limits.yaml
opua compatible-solute transporter	GENE_OR_PROTEIN	1	data/traits/environment/optimum_phenotype_with_numerical_limits.yaml
intracellular glycine betaine	CHEMICAL	1	data/traits/environment/optimum_phenotype_with_numerical_limits.yaml
hyperosmotic stress	ENVIRONMENTAL_FACTOR	1	data/traits/environment/optimum_phenotype_with_numerical_limits.yaml
ambient molecular oxygen	ENVIRONMENTAL_FACTOR	1	data/traits/environment/oxygen_preference.yaml
o2 as terminal electron acceptor	MOLECULAR_FUNCTION	1	data/traits/environment/oxygen_preference.yaml
oxygen / reactive oxygen species stress	ENVIRONMENTAL_FACTOR	1	data/traits/environment/oxygen_preference.yaml
detoxifying-enzyme gene expression	BIOLOGICAL_PROCESS	1	data/traits/environment/oxygen_preference.yaml
oxygen tolerance	CAPACITY	1	data/traits/environment/oxygen_preference.yaml
ph-homeostasis flexibility	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta.yaml
ph tolerance breadth	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta.yaml
external ph homeostasis	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta.yaml
f0f1-atpase activity	MOLECULAR_FUNCTION	1	data/traits/environment/ph_delta.yaml
monovalent cation:h+ antiporter activity	MOLECULAR_FUNCTION	1	data/traits/environment/ph_delta.yaml
saturated membrane fatty acid remodeling	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta.yaml
amino-acid decarboxylase acid-resistance system	PATHWAY	1	data/traits/environment/ph_delta.yaml
low-ph tolerance	CAPACITY	1	data/traits/environment/ph_delta.yaml
maximal ph-homeostasis flexibility	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_high.yaml
respiratory proton-pumping enzymes	GENE_OR_PROTEIN	1	data/traits/environment/ph_delta_high.yaml
near-neutral cytoplasmic ph	QUALITY	1	data/traits/environment/ph_delta_high.yaml
growth across external ph 5.5-9.0	STATE	1	data/traits/environment/ph_delta_high.yaml
constant proton motive force	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_high.yaml
membrane lipid/porin composition changes	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_high.yaml
limited ph-homeostasis flexibility	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_low.yaml
proton motive force architecture	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_low.yaml
ph homeostasis capacity	CAPACITY	1	data/traits/environment/ph_delta_low.yaml
weak organic acids	CHEMICAL	1	data/traits/environment/ph_delta_low.yaml
delta ph / cytoplasmic ph	STATE	1	data/traits/environment/ph_delta_low.yaml
moderate ph-homeostasis flexibility	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_mid1.yaml
glutamine/glutamate decarboxylation pathway	PATHWAY	1	data/traits/environment/ph_delta_mid1.yaml
intracellular proton (h+)	CHEMICAL	1	data/traits/environment/ph_delta_mid1.yaml
ybas glutaminase	GENE_OR_PROTEIN	1	data/traits/environment/ph_delta_mid1.yaml
membrane saturated fatty acid content	QUALITY	1	data/traits/environment/ph_delta_mid1.yaml
proton diffusion across membrane	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_mid1.yaml
oxidative phosphorylation / electron transport chain	PATHWAY	1	data/traits/environment/ph_delta_mid1.yaml
broad ph-homeostasis flexibility	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_mid2.yaml
pmf component balance	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_mid2.yaml
proton translocation for ph homeostasis	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_mid2.yaml
glutamate decarboxylase system	PATHWAY	1	data/traits/environment/ph_delta_mid2.yaml
cytoplasmic buffering molecules	CHEMICAL	1	data/traits/environment/ph_delta_mid2.yaml
cytoplasmic ph buffering	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_mid2.yaml
wide ph-homeostasis flexibility	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_mid3.yaml
external alkaline ph	ENVIRONMENTAL_FACTOR	1	data/traits/environment/ph_delta_mid3.yaml
regulation of membrane potential and ph gradient	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_mid3.yaml
cytoplasmic ph maintenance	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_mid3.yaml
cytoplasmic phosphate buffering capacity	QUALITY	1	data/traits/environment/ph_delta_mid3.yaml
intracellular ph stability	STATE	1	data/traits/environment/ph_delta_mid3.yaml
membrane lipid composition shifts	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_mid3.yaml
very limited ph-homeostasis flexibility	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_very_low.yaml
pmf partitioning (delta-ph / delta-psi)	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_very_low.yaml
constitutive ph-homeostasis machinery expression	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_very_low.yaml
energetic cost on growth near neutral ph	STATE	1	data/traits/environment/ph_delta_very_low.yaml
f1fo-atpase hydrolytic proton pumping	MOLECULAR_FUNCTION	1	data/traits/environment/ph_delta_very_low.yaml
acid stress survival	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_very_low.yaml
glutamate decarboxylase gadb + gaba/glutamate antiporter	PATHWAY	1	data/traits/environment/ph_delta_very_low.yaml
cytoplasmic proton consumption	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_delta_very_low.yaml
ph sensing	MOLECULAR_FUNCTION	1	data/traits/environment/ph_growth_preference.yaml
proton-translocating f1f0-atpase	GENE_OR_PROTEIN	1	data/traits/environment/ph_growth_preference.yaml
amino-acid decarboxylase systems	PATHWAY	1	data/traits/environment/ph_growth_preference.yaml
na+/h+ antiport	MOLECULAR_FUNCTION	1	data/traits/environment/ph_growth_preference.yaml
proton-consuming reaction genes	GENE_OR_PROTEIN	1	data/traits/environment/ph_growth_preference.yaml
na+/h+ antiporter genes	GENE_OR_PROTEIN	1	data/traits/environment/ph_growth_preference.yaml
atp synthesis by f0f1-atp synthase	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_optimum.yaml
cytoplasm acidification	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_optimum.yaml
alkaliphile cytoplasmic ph homeostasis	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_optimum_high.yaml
cpa/nha family na+/h+ antiporters	GENE_OR_PROTEIN	1	data/traits/environment/ph_optimum_high.yaml
intracellular na+ concentration	CHEMICAL	1	data/traits/environment/ph_optimum_high.yaml
rnf complex	GENE_OR_PROTEIN	1	data/traits/environment/ph_optimum_high.yaml
transmembrane na+ gradient	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_optimum_high.yaml
branched respiratory chain terminal oxidases	GENE_OR_PROTEIN	1	data/traits/environment/ph_optimum_high.yaml
acidic plasma membrane polymers	CHEMICAL	1	data/traits/environment/ph_optimum_high.yaml
organic acid secretion	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_optimum_high.yaml
ph balance	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_optimum_high.yaml
acidophile proton-exclusion physiology	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_optimum_low.yaml
low external ph	ENVIRONMENTAL_FACTOR	1	data/traits/environment/ph_optimum_low.yaml
large transmembrane ph gradient	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_optimum_low.yaml
inside-positive membrane potential	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_optimum_low.yaml
proton influx	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_optimum_low.yaml
cytoplasmic proton load	STATE	1	data/traits/environment/ph_optimum_low.yaml
rigid proton-impermeable membrane	CELLULAR_LOCALIZATION	1	data/traits/environment/ph_optimum_low.yaml
passive proton permeability	QUALITY	1	data/traits/environment/ph_optimum_low.yaml
minimal ph-homeostasis load	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_optimum_mid1.yaml
proton (h+)	CHEMICAL	1	data/traits/environment/ph_optimum_mid1.yaml
glutamate decarboxylation / gaba pathway	PATHWAY	1	data/traits/environment/ph_optimum_mid1.yaml
ammonia (nh3)	CHEMICAL	1	data/traits/environment/ph_optimum_mid1.yaml
ammonium (nh4+)	CHEMICAL	1	data/traits/environment/ph_optimum_mid1.yaml
slightly alkaline external ph	ENVIRONMENTAL_FACTOR	1	data/traits/environment/ph_optimum_mid2.yaml
modest alkaline ph homeostasis	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_optimum_mid2.yaml
cytoplasmic buffering capacity	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_optimum_mid2.yaml
proton-pumping respiratory chain components	PATHWAY	1	data/traits/environment/ph_optimum_mid2.yaml
f0f1-atp synthase	GENE_OR_PROTEIN	1	data/traits/environment/ph_optimum_mid2.yaml
external ph axis	ENVIRONMENTAL_FACTOR	1	data/traits/environment/ph_phenotype_with_numerical_limits.yaml
proton motive force across cell envelope	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_phenotype_with_numerical_limits.yaml
f0f1-atpase / atp synthase	GENE_OR_PROTEIN	1	data/traits/environment/ph_phenotype_with_numerical_limits.yaml
atp synthesis from proton motive force	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_phenotype_with_numerical_limits.yaml
k+/h+ antiporter activity	MOLECULAR_FUNCTION	1	data/traits/environment/ph_phenotype_with_numerical_limits.yaml
internal ph / proton motive force	STATE	1	data/traits/environment/ph_phenotype_with_numerical_limits.yaml
amino-acid decarboxylase + antiporter systems	PATHWAY	1	data/traits/environment/ph_phenotype_with_numerical_limits.yaml
cytoplasmic buffering by phosphate pools	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_phenotype_with_numerical_limits.yaml
acid tolerance	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range.yaml
alkaline tolerance	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range.yaml
bounded ph growth window	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range.yaml
transmembrane ph gradient (δph)	CHEMICAL	1	data/traits/environment/ph_range.yaml
membrane potential (δψ)	CHEMICAL	1	data/traits/environment/ph_range.yaml
membrane proton impermeability	QUALITY	1	data/traits/environment/ph_range.yaml
mrp na+/h+ antiporter activity	MOLECULAR_FUNCTION	1	data/traits/environment/ph_range.yaml
extreme-alkaliphile na+/h+ antiport	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range_high.yaml
mrpa-g operon	GENE_OR_PROTEIN	1	data/traits/environment/ph_range_high.yaml
transmembrane potential (delta-psi)	QUALITY	1	data/traits/environment/ph_range_high.yaml
na+/solute symporters	GENE_OR_PROTEIN	1	data/traits/environment/ph_range_high.yaml
cytoplasmic na+	CHEMICAL	1	data/traits/environment/ph_range_high.yaml
external ph > 10.3	ENVIRONMENTAL_FACTOR	1	data/traits/environment/ph_range_high.yaml
carbonate (co3 2-) speciation	CHEMICAL	1	data/traits/environment/ph_range_high.yaml
acidophile ph homeostasis	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range_low.yaml
atp synthase-mediated atp formation	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range_low.yaml
undissociated weak organic acids	CHEMICAL	1	data/traits/environment/ph_range_low.yaml
weak organic acid influx into cell	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range_low.yaml
intracellular dissociation of weak organic acids	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range_low.yaml
internal (cytoplasmic) ph	QUALITY	1	data/traits/environment/ph_range_low.yaml
h+-atpase proton efflux pump	GENE_OR_PROTEIN	1	data/traits/environment/ph_range_low.yaml
cytoplasmic protons	CHEMICAL	1	data/traits/environment/ph_range_low.yaml
baseline ph homeostasis	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range_mid1.yaml
cation/proton antiporters	GENE_OR_PROTEIN	1	data/traits/environment/ph_range_mid1.yaml
acid challenge	ENVIRONMENTAL_FACTOR	1	data/traits/environment/ph_range_mid1.yaml
respiratory proton-pumping complexes	GENE_OR_PROTEIN	1	data/traits/environment/ph_range_mid1.yaml
alkaline challenge	ENVIRONMENTAL_FACTOR	1	data/traits/environment/ph_range_mid1.yaml
modest alkaline-tolerance physiology	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range_mid2.yaml
external ph 7-8	ENVIRONMENTAL_FACTOR	1	data/traits/environment/ph_range_mid2.yaml
external ph 5-8	ENVIRONMENTAL_FACTOR	1	data/traits/environment/ph_range_mid2.yaml
membrane potential / δph rebalancing	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range_mid2.yaml
proton:ion antiporters	GENE_OR_PROTEIN	1	data/traits/environment/ph_range_mid2.yaml
membrane potential (δψ)	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range_mid2.yaml
alkaliphile ph homeostasis	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range_mid3.yaml
cytoplasm acidification during alkaline growth	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range_mid3.yaml
acidic cell-wall polymers (teichuronic acid)	CHEMICAL	1	data/traits/environment/ph_range_mid3.yaml
cardiolipin-rich negatively charged membrane	CELLULAR_LOCALIZATION	1	data/traits/environment/ph_range_mid3.yaml
carbonate-buffered alkaline medium	EXPERIMENTAL_FACTOR	1	data/traits/environment/ph_range_mid3.yaml
observed growth-supporting ph range ~7.5-10.2	EXPERIMENTAL_FACTOR	1	data/traits/environment/ph_range_mid3.yaml
extreme-acidophile envelope barrier	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range_very_low.yaml
potassium influx / k+ transport	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range_very_low.yaml
inside-positive (reversed) membrane potential	STATE	1	data/traits/environment/ph_range_very_low.yaml
passive proton influx	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range_very_low.yaml
near-neutral cytoplasmic ph	STATE	1	data/traits/environment/ph_range_very_low.yaml
protonated weak organic acids	CHEMICAL	1	data/traits/environment/ph_range_very_low.yaml
cytoplasmic acidification	BIOLOGICAL_PROCESS	1	data/traits/environment/ph_range_very_low.yaml
high hydrostatic pressure	ENVIRONMENTAL_FACTOR	1	data/traits/environment/piezophilic.yaml
unsaturated / branched-chain fatty acids	CHEMICAL	1	data/traits/environment/piezophilic.yaml
pfa operon	GENE_OR_PROTEIN	1	data/traits/environment/piezophilic.yaml
omega-3 polyunsaturated fatty acids	CHEMICAL	1	data/traits/environment/piezophilic.yaml
piezolytes (compatible solutes)	CHEMICAL	1	data/traits/environment/piezophilic.yaml
pressure tolerance	BIOLOGICAL_PROCESS	1	data/traits/environment/piezophilic.yaml
branched-chain and unsaturated membrane fatty acids	CHEMICAL	1	data/traits/environment/piezotolerant.yaml
heat-shock response genes (rpoh, rpoe, dnak, groel)	GENE_OR_PROTEIN	1	data/traits/environment/piezotolerant.yaml
piezolyte accumulation	BIOLOGICAL_PROCESS	1	data/traits/environment/piezotolerant.yaml
protein protection under pressure	BIOLOGICAL_PROCESS	1	data/traits/environment/piezotolerant.yaml
pressure-tolerance breadth	QUALITY	1	data/traits/environment/pressure_delta.yaml
membrane fluidity maintenance under high pressure	BIOLOGICAL_PROCESS	1	data/traits/environment/pressure_delta.yaml
loss of membrane fluidity at high pressure	BIOLOGICAL_PROCESS	1	data/traits/environment/pressure_delta.yaml
unsaturated fatty acid production	BIOLOGICAL_PROCESS	1	data/traits/environment/pressure_delta.yaml
pressure-induced ribosome dissociation	BIOLOGICAL_PROCESS	1	data/traits/environment/pressure_delta.yaml
intracellular osmolytes / compatible solutes	CHEMICAL	1	data/traits/environment/pressure_delta.yaml
protein stabilization under pressure	BIOLOGICAL_PROCESS	1	data/traits/environment/pressure_delta.yaml
nuo nadh dehydrogenase i complex	GENE_OR_PROTEIN	1	data/traits/environment/pressure_delta.yaml
high-pressure respiratory energy conservation	BIOLOGICAL_PROCESS	1	data/traits/environment/pressure_delta.yaml
minimum and maximum growth pressure bounds	QUALITY	1	data/traits/environment/pressure_delta.yaml
intracellular cation concentration	STATE	1	data/traits/environment/pressure_optimum.yaml
intracellular osmotic pressure	STATE	1	data/traits/environment/pressure_optimum.yaml
high hydrostatic pressure tolerance	CAPACITY	1	data/traits/environment/pressure_optimum.yaml
protein stabilization by preferential hydration	BIOLOGICAL_PROCESS	1	data/traits/environment/pressure_optimum.yaml
growth-permissive pressure span	QUALITY	1	data/traits/environment/pressure_range.yaml
membrane fluidity under high hydrostatic pressure	QUALITY	1	data/traits/environment/pressure_range.yaml
unsaturated membrane lipids	CHEMICAL	1	data/traits/environment/pressure_range.yaml
trimethylamine n-oxide (tmao)	CHEMICAL	1	data/traits/environment/pressure_range.yaml
protein stabilization via preferential hydration	BIOLOGICAL_PROCESS	1	data/traits/environment/pressure_range.yaml
antifreeze and ice-binding proteins	GENE_OR_PROTEIN	1	data/traits/environment/psychrophilic.yaml
transcription and translation	BIOLOGICAL_PROCESS	1	data/traits/environment/psychrophilic.yaml
protein and membrane stability	QUALITY	1	data/traits/environment/psychrophilic.yaml
ice crystals	CHEMICAL	1	data/traits/environment/psychrophilic.yaml
facultative lipid remodeling	BIOLOGICAL_PROCESS	1	data/traits/environment/psychrotolerant.yaml
cold-shock response	BIOLOGICAL_PROCESS	1	data/traits/environment/psychrotolerant.yaml
membrane rigidification and thickening	QUALITY	1	data/traits/environment/psychrotolerant.yaml
unsaturated hopanoids	CHEMICAL	1	data/traits/environment/psychrotolerant.yaml
protein and membrane stability under cold stress	QUALITY	1	data/traits/environment/psychrotolerant.yaml
cryoprotection against freeze-thaw cycles	BIOLOGICAL_PROCESS	1	data/traits/environment/psychrotolerant.yaml
growth at 4 degrees c	CAPACITY	1	data/traits/environment/psychrotolerant.yaml
