record_path	record_id	record_label	grounding_role	grounding_curie	ontology_label	record_label_match	declared_exact_synonyms	missing_exact_synonyms	status	oak_status	source_version
data/traits/morphology/red_pigmented.yaml	METPO:1003028	red pigmented	identifier	METPO:1003028	red pigmented	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/morphology/ring_shaped.yaml	METPO:1000680	ring shaped	identifier	METPO:1000680	ring shaped	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/morphology/ring_shaped.yaml	METPO:1000680	ring shaped	xref	PATO:0002539	ring shaped	CANONICAL_LABEL	annular | ring-shaped		EXACT_COMPLETE	AGREES	releases/2025-05-14/pato.obo
data/traits/morphology/rod_shaped.yaml	METPO:1000681	rod shaped	identifier	METPO:1000681	rod shaped	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/morphology/s_layer.yaml	traitmech:000064	S-layer	identifier	traitmech:000064					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/morphology/sarcina_arrangement.yaml	traitmech:000120	sarcina arrangement	identifier	traitmech:000120					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/morphology/sphere_shaped.yaml	METPO:1000683	sphere shaped	identifier	METPO:1000683	sphere shaped	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/morphology/spindle_shaped.yaml	METPO:1000692	spindle shaped	identifier	METPO:1000692	spindle shaped	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/morphology/spiral_shaped.yaml	METPO:1000684	spiral shaped	identifier	METPO:1000684	spiral shaped	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/morphology/spirochete_shaped.yaml	METPO:1000693	spirochete shaped	identifier	METPO:1000693	spirochete shaped	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/morphology/spore_forming.yaml	METPO:1000871	spore forming	identifier	METPO:1000871	spore forming	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/morphology/spore_shaped.yaml	METPO:1000682	spore shaped	identifier	METPO:1000682	spore shaped	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/morphology/sporulation.yaml	METPO:1000870	sporulation	identifier	METPO:1000870	sporulation	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/morphology/square_shaped.yaml	METPO:1000694	square shaped	identifier	METPO:1000694	square shaped	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/morphology/staphylococcus_arrangement.yaml	traitmech:000118	staphylococcus arrangement	identifier	traitmech:000118					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/morphology/star_shaped.yaml	METPO:1000685	star shaped	identifier	METPO:1000685	star shaped	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/morphology/star_shaped.yaml	METPO:1000685	star shaped	xref	PATO:0002065	star shaped	CANONICAL_LABEL	stellate		EXACT_COMPLETE	AGREES	releases/2025-05-14/pato.obo
data/traits/morphology/streptococcus_arrangement.yaml	traitmech:000117	streptococcus arrangement	identifier	traitmech:000117					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/morphology/sulfur_globule.yaml	traitmech:000069	sulfur globule	identifier	traitmech:000069					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/morphology/swarming_motility.yaml	traitmech:000062	swarming motility	identifier	traitmech:000062					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/morphology/tailed_shaped.yaml	METPO:1000695	tailed shaped	identifier	METPO:1000695	tailed shaped	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/morphology/tetrad_arrangement.yaml	traitmech:000119	tetrad arrangement	identifier	traitmech:000119					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/morphology/triangular_shaped.yaml	METPO:1000696	triangular shaped	identifier	METPO:1000696	triangular shaped	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/morphology/twitching_motility.yaml	traitmech:000061	twitching motility	identifier	traitmech:000061					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/morphology/vibrio_shaped.yaml	METPO:1000686	vibrio shaped	identifier	METPO:1000686	vibrio shaped	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/morphology/white_pigmented.yaml	METPO:1003029	white pigmented	identifier	METPO:1003029	white pigmented	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/morphology/yellow_pigmented.yaml	METPO:1003030	yellow pigmented	identifier	METPO:1003030	yellow pigmented	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/observation/growth_nacl_observation.yaml	METPO:1001007	growth NaCl observation	identifier	METPO:1001007	obsolete growth NaCl observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/growth_oxygen_observation.yaml	METPO:1001017	growth oxygen observation	identifier	METPO:1001017	obsolete growth oxygen observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/growth_ph_observation.yaml	METPO:1001012	growth pH observation	identifier	METPO:1001012	obsolete growth pH observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/growth_temperature_observation.yaml	METPO:1001002	growth temperature observation	identifier	METPO:1001002	obsolete growth temperature observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/nacl_delta_observation.yaml	METPO:1001008	NaCl delta observation	identifier	METPO:1001008	obsolete NaCl delta observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/nacl_observation.yaml	METPO:1001022	NaCl observation	identifier	METPO:1001022	obsolete NaCl observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/nacl_range_observation.yaml	METPO:1001009	NaCl range observation	identifier	METPO:1001009	obsolete NaCl range observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/optimum_nacl_observation.yaml	METPO:1001010	optimum NaCl observation	identifier	METPO:1001010	obsolete optimum NaCl observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/optimum_oxygen_observation.yaml	METPO:1001016	optimum oxygen observation	identifier	METPO:1001016	obsolete optimum oxygen observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/optimum_ph_observation.yaml	METPO:1001013	optimum pH observation	identifier	METPO:1001013	obsolete optimum pH observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/optimum_temperature_observation.yaml	METPO:1001001	optimum temperature observation	identifier	METPO:1001001	obsolete optimum temperature observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/oxygen_delta_observation.yaml	METPO:1001019	oxygen delta observation	identifier	METPO:1001019	obsolete oxygen delta observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/oxygen_observation.yaml	METPO:1001020	oxygen observation	identifier	METPO:1001020	obsolete oxygen observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/oxygen_range_observation.yaml	METPO:1001018	oxygen range observation	identifier	METPO:1001018	obsolete oxygen range observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/ph_delta_observation.yaml	METPO:1001014	pH delta observation	identifier	METPO:1001014	obsolete pH delta observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/ph_observation.yaml	METPO:1001023	pH observation	identifier	METPO:1001023	obsolete pH observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/ph_range_observation.yaml	METPO:1001015	pH range observation	identifier	METPO:1001015	obsolete pH range observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/temperature_delta_observation.yaml	METPO:1001004	temperature delta observation	identifier	METPO:1001004	obsolete temperature delta observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/temperature_observation.yaml	METPO:1001021	temperature observation	identifier	METPO:1001021	obsolete temperature observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/observation/temperature_range_observation.yaml	METPO:1001003	temperature range observation	identifier	METPO:1001003	obsolete temperature range observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/physiology/antibiotic_resistance.yaml	traitmech:000088	antibiotic resistance	identifier	traitmech:000088					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/physiology/autotrophic.yaml	METPO:1000632	autotrophic	identifier	METPO:1000632	autotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/bioluminescence.yaml	traitmech:000085	bioluminescence	identifier	traitmech:000085					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/physiology/carboxydotrophic.yaml	METPO:1000633	carboxydotrophic	identifier	METPO:1000633	carboxydotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/catalase_activity.yaml	traitmech:000075	catalase activity	identifier	traitmech:000075					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/physiology/chemoautolithotrophic.yaml	METPO:1000634	chemoautolithotrophic	identifier	METPO:1000634	chemoautolithotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/chemoautotrophic.yaml	METPO:1000635	chemoautotrophic	identifier	METPO:1000635	chemoautotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/chemoheterotrophic.yaml	METPO:1000636	chemoheterotrophic	identifier	METPO:1000636	chemoheterotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/chemolithoautotrophic.yaml	METPO:1000637	chemolithoautotrophic	identifier	METPO:1000637	chemolithoautotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/chemolithoheterotrophic.yaml	METPO:1000638	chemolithoheterotrophic	identifier	METPO:1000638	chemolithoheterotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/chemolithotrophic.yaml	METPO:1000639	chemolithotrophic	identifier	METPO:1000639	chemolithotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/chemoorganoheterotrophic.yaml	METPO:1000640	chemoorganoheterotrophic	identifier	METPO:1000640	chemoorganoheterotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/chemoorganotrophic.yaml	METPO:1000663	chemoorganotrophic	identifier	METPO:1000663	chemoorganotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/chemotaxis.yaml	traitmech:000086	chemotaxis	identifier	traitmech:000086					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/physiology/chemotaxis.yaml	traitmech:000086	chemotaxis	xref	GO:0006935	chemotaxis	CANONICAL_LABEL	taxis in response to chemical stimulus		EXACT_COMPLETE	AGREES	releases/2026-07-26
data/traits/physiology/chemotrophic.yaml	METPO:1000641	chemotrophic	identifier	METPO:1000641	chemotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/copiotrophic.yaml	METPO:1000642	copiotrophic	identifier	METPO:1000642	copiotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/dormancy.yaml	traitmech:000080	dormancy	identifier	traitmech:000080					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/physiology/heterotrophic.yaml	METPO:1000644	heterotrophic	identifier	METPO:1000644	heterotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/hydrogenotrophic.yaml	METPO:1000646	hydrogenotrophic	identifier	METPO:1000646	hydrogenotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/lithoautotrophic.yaml	METPO:1000647	lithoautotrophic	identifier	METPO:1000647	lithoautotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/lithoheterotrophic.yaml	METPO:1000648	lithoheterotrophic	identifier	METPO:1000648	lithoheterotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/lithotrophic.yaml	METPO:1000649	lithotrophic	identifier	METPO:1000649	lithotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/methanotrophic.yaml	METPO:1000650	methanotrophic	identifier	METPO:1000650	methanotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/methylotrophic.yaml	METPO:1000651	methylotrophic	identifier	METPO:1000651	methylotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/mixotrophic.yaml	METPO:1000652	mixotrophic	identifier	METPO:1000652	mixotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/natural_competence.yaml	traitmech:000087	natural competence	identifier	traitmech:000087					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/physiology/nutrient_adaptation.yaml	METPO:1000731	nutrient adaptation	identifier	METPO:1000731	nutrient adaptation	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/oligotrophic.yaml	METPO:1000654	oligotrophic	identifier	METPO:1000654	oligotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/organoheterotrophic.yaml	METPO:1000664	organoheterotrophic	identifier	METPO:1000664	organoheterotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/organotrophic.yaml	METPO:1000655	organotrophic	identifier	METPO:1000655	organotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/oxidase_activity.yaml	traitmech:000076	oxidase activity	identifier	traitmech:000076					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/physiology/oxidative_stress_response.yaml	traitmech:000079	oxidative stress response	identifier	traitmech:000079					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/physiology/persister_cell_formation.yaml	traitmech:000082	persister cell formation	identifier	traitmech:000082					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/physiology/photoautotrophic.yaml	METPO:1000656	photoautotrophic	identifier	METPO:1000656	photoautotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/photoheterotrophic.yaml	METPO:1000657	photoheterotrophic	identifier	METPO:1000657	photoheterotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/photolithoautotrophic.yaml	METPO:1000665	photolithoautotrophic	identifier	METPO:1000665	photolithoautotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/photolithotrophic.yaml	METPO:1000658	photolithotrophic	identifier	METPO:1000658	photolithotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/photoorganoheterotrophic.yaml	METPO:1000659	photoorganoheterotrophic	identifier	METPO:1000659	photoorganoheterotrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/phototrophic.yaml	METPO:1000660	phototrophic	identifier	METPO:1000660	phototrophic	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/quorum_sensing.yaml	traitmech:000084	quorum sensing	identifier	traitmech:000084					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/physiology/quorum_sensing.yaml	traitmech:000084	quorum sensing	xref	GO:0009372	quorum sensing	CANONICAL_LABEL	quorum sensing system		EXACT_COMPLETE	AGREES	releases/2026-07-26
data/traits/physiology/spore_germination.yaml	traitmech:000083	spore germination	identifier	traitmech:000083					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/physiology/spore_germination.yaml	traitmech:000083	spore germination	xref	GO:0009847	spore germination	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	releases/2026-07-26
data/traits/physiology/stress_response.yaml	traitmech:000078	stress response	identifier	traitmech:000078					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/physiology/trophic_type.yaml	METPO:1000631	trophic type	identifier	METPO:1000631	trophic type	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/physiology/urease_activity.yaml	traitmech:000077	urease activity	identifier	traitmech:000077					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/physiology/viable_but_nonculturable_state.yaml	traitmech:000081	viable but nonculturable state	identifier	traitmech:000081					NO_DIRECT_SOURCE	NOT_CHECKED	
data/traits/quantitative_property/has_maximum_observed_value.yaml	METPO:2000060	has maximum observed value	identifier	METPO:2000060	obsolete has maximum observed value	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/quantitative_property/has_minimum_observed_value.yaml	METPO:2000059	has minimum observed value	identifier	METPO:2000059	obsolete has minimum observed value	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/quantitative_property/has_observed_spot_value.yaml	METPO:2000058	has observed spot value	identifier	METPO:2000058	obsolete has observed spot value	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/quantitative_property/has_value.yaml	METPO:2000071	has value	identifier	METPO:2000071	has value	CANONICAL_LABEL			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/quantitative_property/has_value_comments.yaml	METPO:2000061	has value comments	identifier	METPO:2000061	obsolete has value comments	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/quantitative_property/is_negative_data.yaml	METPO:2000062	is negative data	identifier	METPO:2000062	obsolete is negative data	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/quantitative_property/observation_data_property.yaml	METPO:2000063	observation data property	identifier	METPO:2000063	obsolete observation data property	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/upper/biological_process.yaml	METPO:1000630	biological process	identifier	METPO:1000630	biological process	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/upper/biological_process.yaml	METPO:1000630	biological process	xref	GO:0008150	biological_process	EXACT_SYNONYM	biological process | physiological process		EXACT_COMPLETE	AGREES	releases/2026-07-26
data/traits/upper/chemical_entity.yaml	METPO:1000526	chemical entity	identifier	METPO:1000526	chemical entity	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/upper/chemical_entity.yaml	METPO:1000526	chemical entity	xref	CHEBI:24431	chemical entity	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	254
data/traits/upper/enzyme.yaml	METPO:1000527	enzyme	identifier	METPO:1000527	enzyme	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/upper/material_entity.yaml	METPO:1000186	material entity	identifier	METPO:1000186	material entity	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/upper/microbe.yaml	METPO:1000525	microbe	identifier	METPO:1000525	microbe	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/upper/observation.yaml	METPO:1001000	observation	identifier	METPO:1001000	obsolete observation	NO_EXACT_LABEL_MATCH			DEPRECATED_TERM	AGREES	2026-06-12
data/traits/upper/phenotype.yaml	METPO:1000059	phenotype	identifier	METPO:1000059	phenotype	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/upper/quality.yaml	METPO:1000188	quality	identifier	METPO:1000188	quality	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	2026-06-12
data/traits/upper/quality.yaml	METPO:1000188	quality	xref	PATO:0000001	quality	CANONICAL_LABEL			EXACT_COMPLETE	AGREES	releases/2025-05-14/pato.obo
