file	graph_id	wired_nodes	components	largest_component	component_sizes
data/traits/morphology/rod_shaped.yaml	rod_shaped_mreB_peptidoglycan	13	2	8	8,5
data/traits/morphology/s_layer.yaml	s_layer_2d_protein_array	4	1	4	4
data/traits/morphology/sarcina_arrangement.yaml	sarcina_three_plane_division_packet	14	5	4	4,3,3,2,2
data/traits/morphology/sphere_shaped.yaml	sphere_shaped_septal_peptidoglycan	10	1	10	10
data/traits/morphology/spindle_shaped.yaml	spindle_shaped_symmetric_taper	6	1	6	6
data/traits/morphology/spiral_shaped.yaml	spiral_shaped_curvature_mechanisms	11	1	11	11
data/traits/morphology/spirochete_shaped.yaml	spirochete_shaped_periplasmic_flagella	11	1	11	11
data/traits/morphology/spore_forming.yaml	spore_forming_endospore_assembly	15	4	7	7,4,2,2
data/traits/morphology/spore_shaped.yaml	spore_shaped_endospore_layers	18	5	9	9,3,2,2,2
data/traits/morphology/sporulation.yaml	sporulation_spo0a_sigma_morphogenesis	19	6	8	8,3,2,2,2,2
data/traits/morphology/square_shaped.yaml	square_shaped_planar_anisotropic_growth	10	3	5	5,3,2
data/traits/morphology/staphylococcus_arrangement.yaml	staphylococcus_irregular_division_cluster	8	2	5	5,3
data/traits/morphology/star_shaped.yaml	star_shaped_multiple_prosthecae	12	3	7	7,3,2
data/traits/morphology/streptococcus_arrangement.yaml	streptococcus_parallel_division_chain	9	1	9	9
data/traits/morphology/sulfur_globule.yaml	sulfur_globule_sulfur_oxidation_intermediate	8	1	8	8
data/traits/morphology/swarming_motility.yaml	swarming_hyperflagellation_surfactant	6	1	6	6
data/traits/morphology/tailed_shaped.yaml	tailed_shaped_polar_stalk_growth	11	1	11	11
data/traits/morphology/tetrad_arrangement.yaml	tetrad_two_plane_division	7	1	7	7
data/traits/morphology/triangular_shaped.yaml	triangular_shaped_planar_polygonal_growth	7	1	7	7
data/traits/morphology/twitching_motility.yaml	twitching_type_iv_pilus_retraction	11	4	5	5,2,2,2
data/traits/morphology/vibrio_shaped.yaml	vibrio_shaped_crvA_curvature	10	1	10	10
data/traits/morphology/white_pigmented.yaml	white_pigmented_low_chromophore	11	1	11	11
data/traits/morphology/yellow_pigmented.yaml	yellow_pigmented_carotenoid_color	15	2	9	9,6
data/traits/physiology/antibiotic_resistance.yaml	antibiotic_resistance_mechanisms	12	5	4	4,2,2,2,2
data/traits/physiology/autotrophic.yaml	autotrophic_inorganic_carbon_fixation	18	2	16	16,2
data/traits/physiology/bioluminescence.yaml	bioluminescence_luciferase	13	1	13	13
data/traits/physiology/carboxydotrophic.yaml	carboxydotrophic_co_oxidation	18	2	14	14,4
data/traits/physiology/catalase_activity.yaml	catalase_activity_h2o2_detoxification	10	1	10	10
data/traits/physiology/chemoautolithotrophic.yaml	chemoautolithotrophic_inorganic_energy_co2_fixation	11	1	11	11
data/traits/physiology/chemoautotrophic.yaml	chemoautotrophic_chemical_energy_co2_fixation	16	1	16	16
data/traits/physiology/chemoheterotrophic.yaml	chemoheterotrophic_organic_energy_carbon	14	2	12	12,2
data/traits/physiology/chemolithoautotrophic.yaml	chemolithoautotrophic_energy_and_fixation	13	1	13	13
data/traits/physiology/chemolithoheterotrophic.yaml	chemolithoheterotrophic_inorganic_energy_organic_carbon	16	3	11	11,3,2
data/traits/physiology/chemolithotrophic.yaml	chemolithotrophic_inorganic_oxidation	15	5	4	4,4,3,2,2
data/traits/physiology/chemoorganoheterotrophic.yaml	chemoorganoheterotrophic_organic_energy_carbon	13	2	11	11,2
data/traits/physiology/chemoorganotrophic.yaml	chemoorganotrophic_organic_oxidation_energy	17	3	13	13,2,2
data/traits/physiology/chemotaxis.yaml	chemotaxis_gradient_response	12	2	9	9,3
data/traits/physiology/chemotrophic.yaml	chemotrophic_chemical_redox_energy	13	1	13	13
data/traits/physiology/copiotrophic.yaml	copiotrophic_high_nutrient_fast_growth	15	2	13	13,2
data/traits/physiology/dormancy.yaml	dormancy_seed_bank	10	2	7	7,3
data/traits/physiology/heterotrophic.yaml	heterotrophic_organic_carbon_assimilation	12	1	12	12
data/traits/physiology/hydrogenotrophic.yaml	hydrogenotrophic_hydrogen_oxidation_fixation	14	1	14	14
data/traits/physiology/lithoautotrophic.yaml	lithoautotrophic_inorganic_donor_co2_fixation	15	3	8	8,4,3
data/traits/physiology/lithoheterotrophic.yaml	lithoheterotrophic_inorganic_energy_organic_carbon	18	2	16	16,2
data/traits/physiology/lithotrophic.yaml	lithotrophic_inorganic_donor_energy	19	7	7	7,2,2,2,2,2,2
data/traits/physiology/methanotrophic.yaml	methanotrophic_methane_oxidation	20	5	8	8,6,2,2,2
data/traits/physiology/methylotrophic.yaml	methylotrophic_methanol_assimilation	19	4	12	12,3,2,2
data/traits/physiology/mixotrophic.yaml	mixotrophic_dual_carbon_energy_use	14	1	14	14
data/traits/physiology/natural_competence.yaml	natural_competence_dna_uptake	12	4	4	4,3,3,2
data/traits/physiology/nutrient_adaptation.yaml	nutrient_adaptation_life_history_axis	13	3	8	8,3,2
data/traits/physiology/oligotrophic.yaml	oligotrophic_low_nutrient_efficiency	11	1	11	11
data/traits/physiology/organoheterotrophic.yaml	organoheterotrophic_organic_donor_carbon	12	1	12	12
data/traits/physiology/organotrophic.yaml	organotrophic_organic_compound_oxidation	11	1	11	11
data/traits/physiology/oxidase_activity.yaml	oxidase_activity_terminal_oxidase	11	2	6	6,5
data/traits/physiology/oxidative_stress_response.yaml	oxidative_stress_response_ros_defense	6	1	6	6
data/traits/physiology/persister_cell_formation.yaml	persister_dormancy_tolerance	10	2	8	8,2
data/traits/physiology/photoautotrophic.yaml	photoautotrophic_cyanobacterial_carbon_fixation	16	4	9	9,3,2,2
data/traits/physiology/photoheterotrophic.yaml	photoheterotrophic_light_organic_carbon	16	2	14	14,2
data/traits/physiology/photolithoautotrophic.yaml	photolithoautotrophic_light_inorganic_donor_fixation	15	3	10	10,3,2
data/traits/physiology/photolithotrophic.yaml	photolithotrophic_inorganic_electron_donors	14	3	10	10,2,2
data/traits/physiology/photoorganoheterotrophic.yaml	photoorganoheterotrophic_light_organic_electrons	16	4	10	10,2,2,2
data/traits/physiology/phototrophic.yaml	phototrophic_light_energy_capture	13	2	11	11,2
data/traits/physiology/quorum_sensing.yaml	quorum_sensing_autoinducer	7	1	7	7
data/traits/physiology/spore_germination.yaml	spore_germination_germinant_trigger	6	1	6	6
data/traits/physiology/stress_response.yaml	stress_response_induction	11	1	11	11
data/traits/physiology/trophic_type.yaml	trophic_type_classification_axes	14	1	14	14
data/traits/physiology/urease_activity.yaml	urease_activity_urea_hydrolysis	11	1	11	11
data/traits/physiology/viable_but_nonculturable_state.yaml	vbnc_stress_induced_dormancy	11	2	6	6,5
data/traits/upper/biological_process.yaml	biological_process_go_upper_context	8	1	8	8
data/traits/upper/material_entity.yaml	material_entity_bfo_upper_context	4	1	4	4
data/traits/upper/observation.yaml	observation_measurement_upper_context	14	5	5	5,3,2,2,2
data/traits/upper/phenotype.yaml	phenotype_quality_child_context	5	1	5	5
data/traits/upper/quality.yaml	quality_upper_child_context	4	1	4	4
