file	graph_id	defect	severity	detail
data/traits/metabolism/iron_oxidation.yaml	iron_oxidation_ferrous_to_ferric	MICROBE_DOMAIN_ON_NONORGANISM	WARN	iron_oxidation_trait--METPO:2000202-->ferric_iron subject_type=TRAIT predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/iron_oxidation.yaml	iron_oxidation_ferrous_to_ferric	MICROBE_DOMAIN_ON_NONORGANISM	WARN	cyc2--METPO:2000016-->ferrous_iron subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/lactic_acid_fermentation.yaml	lactic_acid_fermentation_lactate	MICROBE_DOMAIN_ON_NONORGANISM	WARN	lactic_acid_fermentation_trait--METPO:2000202-->lactate subject_type=TRAIT predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/lactic_acid_fermentation.yaml	lactic_acid_fermentation_lactate	MICROBE_DOMAIN_ON_NONORGANISM	WARN	lactate_dehydrogenase--METPO:2000202-->lactate subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/lignin_degradation.yaml	lignin_degradation_peroxidase_laccase	MICROBE_DOMAIN_ON_NONORGANISM	WARN	lignin_degradation_trait--METPO:2000202-->aromatic_monomers subject_type=TRAIT predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/lignin_degradation.yaml	lignin_degradation_peroxidase_laccase	MICROBE_DOMAIN_ON_NONORGANISM	WARN	manganese_peroxidase--METPO:2000016-->mn2_ion subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/manganese_oxidation.yaml	manganese_oxidation_multicopper_oxidase	MICROBE_DOMAIN_ON_NONORGANISM	WARN	manganese_oxidation_trait--METPO:2000202-->mn_oxides subject_type=TRAIT predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/manganese_oxidation.yaml	manganese_oxidation_multicopper_oxidase	MICROBE_DOMAIN_ON_NONORGANISM	WARN	manganese_oxidation_trait--METPO:2000202-->mn_iii_oh_mn_iii_intermediate subject_type=TRAIT predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/metabolism.yaml	metabolism_substrate_to_growth	MICROBE_DOMAIN_ON_NONORGANISM	WARN	atp_synthase--METPO:2000202-->atp_production subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/methanogenesis.yaml	methanogenesis_c1_reduction	MICROBE_DOMAIN_ON_NONORGANISM	WARN	methanogenesis_trait--METPO:2000202-->methane subject_type=TRAIT predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/mixed_acid_fermentation.yaml	mixed_acid_fermentation_enterobacterial	MICROBE_DOMAIN_ON_NONORGANISM	WARN	mixed_acid_fermentation_trait--METPO:2000202-->mixed_acid_products subject_type=TRAIT predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/mixed_acid_fermentation.yaml	mixed_acid_fermentation_enterobacterial	MICROBE_DOMAIN_ON_NONORGANISM	WARN	pyruvate_formate_lyase--METPO:2000202-->formate subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/mixed_acid_fermentation.yaml	mixed_acid_fermentation_enterobacterial	MICROBE_DOMAIN_ON_NONORGANISM	WARN	fhl_complex--METPO:2000202-->hydrogen subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/mixed_acid_fermentation.yaml	mixed_acid_fermentation_enterobacterial	MICROBE_DOMAIN_ON_NONORGANISM	WARN	fhl_complex--METPO:2000202-->co2 subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/mixed_acid_fermentation.yaml	mixed_acid_fermentation_enterobacterial	MICROBE_DOMAIN_ON_NONORGANISM	WARN	pyruvate_formate_lyase--METPO:2000202-->acetyl_coa subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/oxidative_phosphorylation.yaml	oxidative_phosphorylation_chemiosmotic_coupling	MICROBE_DOMAIN_ON_NONORGANISM	WARN	atp_synthase--METPO:2000202-->atp subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/oxidative_phosphorylation.yaml	oxidative_phosphorylation_chemiosmotic_coupling	MICROBE_DOMAIN_ON_NONORGANISM	WARN	complex_i--METPO:2000017-->quinone_pool subject_type=GENE_OR_PROTEIN predicate='reduces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/oxidative_phosphorylation.yaml	oxidative_phosphorylation_chemiosmotic_coupling	MICROBE_DOMAIN_ON_NONORGANISM	WARN	terminal_oxidase--METPO:2000017-->oxygen subject_type=GENE_OR_PROTEIN predicate='reduces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/oxygenic_photosynthesis.yaml	oxygenic_photosynthesis_water_splitting	MICROBE_DOMAIN_ON_NONORGANISM	WARN	photosystem_ii--METPO:2000016-->water subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/oxygenic_photosynthesis.yaml	oxygenic_photosynthesis_water_splitting	MICROBE_DOMAIN_ON_NONORGANISM	WARN	photosystem_ii--METPO:2000017-->plastoquinone_pool subject_type=GENE_OR_PROTEIN predicate='reduces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/oxygenic_photosynthesis.yaml	oxygenic_photosynthesis_water_splitting	MICROBE_DOMAIN_ON_NONORGANISM	WARN	photosystem_i--METPO:2000017-->ferredoxin subject_type=GENE_OR_PROTEIN predicate='reduces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/oxygenic_photosynthesis.yaml	oxygenic_photosynthesis_water_splitting	MICROBE_DOMAIN_ON_NONORGANISM	WARN	fnr--METPO:2000017-->nadph subject_type=GENE_OR_PROTEIN predicate='reduces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/propionic_acid_fermentation.yaml	propionic_acid_fermentation_propionate	MICROBE_DOMAIN_ON_NONORGANISM	WARN	propionic_acid_fermentation_trait--METPO:2000202-->propionate subject_type=TRAIT predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/proteolysis.yaml	proteolysis_extracellular_protease	MICROBE_DOMAIN_ON_NONORGANISM	WARN	proteolysis_trait--METPO:2000202-->amino_acids subject_type=TRAIT predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/proteolysis.yaml	proteolysis_extracellular_protease	MICROBE_DOMAIN_ON_NONORGANISM	WARN	proteolysis_trait--METPO:2000202-->peptides subject_type=TRAIT predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/proteolysis.yaml	proteolysis_extracellular_protease	MICROBE_DOMAIN_ON_NONORGANISM	WARN	peptide_transport_systems--METPO:2000208-->peptides subject_type=GENE_OR_PROTEIN predicate='imports' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/proteolysis.yaml	proteolysis_extracellular_protease	MICROBE_DOMAIN_ON_NONORGANISM	WARN	intracellular_peptidases--METPO:2000013-->peptides subject_type=GENE_OR_PROTEIN predicate='hydrolyzes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/proteolysis.yaml	proteolysis_extracellular_protease	MICROBE_DOMAIN_ON_NONORGANISM	WARN	intracellular_peptidases--METPO:2000202-->amino_acids subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/proteorhodopsin_phototrophy.yaml	proteorhodopsin_light_driven_proton_pump	MICROBE_DOMAIN_ON_NONORGANISM	WARN	proteorhodopsin_trait--METPO:2000222-->nadph subject_type=TRAIT predicate='does not produce' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/reductive_tca_cycle.yaml	rtca_reverse_tricarboxylic_acid_co2_fixation	MICROBE_DOMAIN_ON_NONORGANISM	WARN	rtca_trait--METPO:2000202-->citrate subject_type=TRAIT predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/respiration.yaml	respiration_electron_acceptor_energy_conservation	MICROBE_DOMAIN_ON_NONORGANISM	WARN	atp_synthase--METPO:2000202-->atp subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/starch_degradation.yaml	starch_degradation_amylase	MICROBE_DOMAIN_ON_NONORGANISM	WARN	starch_degradation_trait--METPO:2000202-->glucose subject_type=TRAIT predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/starch_degradation.yaml	starch_degradation_amylase	MICROBE_DOMAIN_ON_NONORGANISM	WARN	amylase--METPO:2000013-->maltooligosaccharides subject_type=GENE_OR_PROTEIN predicate='hydrolyzes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/starch_degradation.yaml	starch_degradation_amylase	MICROBE_DOMAIN_ON_NONORGANISM	WARN	alpha_glucosidase--METPO:2000007-->maltooligosaccharides subject_type=GENE_OR_PROTEIN predicate='degrades' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/starch_degradation.yaml	starch_degradation_amylase	MICROBE_DOMAIN_ON_NONORGANISM	WARN	alpha_glucosidase--METPO:2000202-->glucose subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/substrate_level_phosphorylation.yaml	substrate_level_phosphorylation_direct_atp	MICROBE_DOMAIN_ON_NONORGANISM	WARN	acetate_kinase--METPO:2000202-->acetate subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/substrate_level_phosphorylation.yaml	substrate_level_phosphorylation_direct_atp	MICROBE_DOMAIN_ON_NONORGANISM	WARN	acetate_kinase--METPO:2000202-->atp subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/sulfur_oxidation.yaml	sulfur_oxidation_sox	MICROBE_DOMAIN_ON_NONORGANISM	WARN	sulfur_oxidation_trait--METPO:2000016-->hydrogen_sulfide subject_type=TRAIT predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/sulfur_oxidation.yaml	sulfur_oxidation_sox	MICROBE_DOMAIN_ON_NONORGANISM	WARN	sulfur_oxidation_trait--METPO:2000202-->sulfate subject_type=TRAIT predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/sulfur_oxidation.yaml	sulfur_oxidation_sox	MICROBE_DOMAIN_ON_NONORGANISM	WARN	sqr_enzyme--METPO:2000016-->hydrogen_sulfide subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/sulfur_oxidation.yaml	sulfur_oxidation_sox	MICROBE_DOMAIN_ON_NONORGANISM	WARN	sqr_enzyme--METPO:2000202-->sulfane_sulfur subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/sulfur_oxidation.yaml	sulfur_oxidation_sox	MICROBE_DOMAIN_ON_NONORGANISM	WARN	pdo_enzyme--METPO:2000016-->glutathione_persulfide subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/sulfur_oxidation.yaml	sulfur_oxidation_sox	MICROBE_DOMAIN_ON_NONORGANISM	WARN	pdo_enzyme--METPO:2000202-->sulfite subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/sulfur_oxidation.yaml	sulfur_oxidation_sox	MICROBE_DOMAIN_ON_NONORGANISM	WARN	sox_system--METPO:2000016-->thiosulfate subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/sulfur_oxidation.yaml	sulfur_oxidation_sox	MICROBE_DOMAIN_ON_NONORGANISM	WARN	tsda_enzyme--METPO:2000016-->thiosulfate subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/sulfur_oxidation.yaml	sulfur_oxidation_sox	MICROBE_DOMAIN_ON_NONORGANISM	WARN	tsda_enzyme--METPO:2000202-->tetrathionate subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/sulfur_oxidation.yaml	sulfur_oxidation_sox	MICROBE_DOMAIN_ON_NONORGANISM	WARN	teth_enzyme--METPO:2000016-->tetrathionate subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/three_hydroxypropionate_four_hydroxybutyrate_cycle.yaml	three_hp_four_hb_sulfolobales	MICROBE_DOMAIN_ON_NONORGANISM	WARN	three_hp_four_hb_trait--METPO:2000202-->acetyl_coa subject_type=TRAIT predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/three_hydroxypropionate_four_hydroxybutyrate_cycle.yaml	three_hp_four_hb_sulfolobales	MICROBE_DOMAIN_ON_NONORGANISM	WARN	four_hydroxybutyryl_coa_dehydratase--METPO:2000202-->crotonyl_coa subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/wood_ljungdahl_pathway.yaml	wood_ljungdahl_reductive_acetyl_coa	MICROBE_DOMAIN_ON_NONORGANISM	WARN	formate_dehydrogenase--METPO:2000017-->carbon_dioxide subject_type=GENE_OR_PROTEIN predicate='reduces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/wood_ljungdahl_pathway.yaml	wood_ljungdahl_reductive_acetyl_coa	MICROBE_DOMAIN_ON_NONORGANISM	WARN	formate_dehydrogenase--METPO:2000202-->formate subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/wood_ljungdahl_pathway.yaml	wood_ljungdahl_reductive_acetyl_coa	MICROBE_DOMAIN_ON_NONORGANISM	WARN	acetyl_coa_synthase--METPO:2000202-->acetyl_coa subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/xylan_degradation.yaml	xylan_degradation_xylanase	MICROBE_DOMAIN_ON_NONORGANISM	WARN	xylan_degradation_trait--METPO:2000202-->xylose subject_type=TRAIT predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/metabolism/xylan_degradation.yaml	xylan_degradation_xylanase	MICROBE_DOMAIN_ON_NONORGANISM	WARN	glucuronoyl_esterase--METPO:2000202-->aldouronic_acids subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/morphology/capsule.yaml	capsule_polysaccharide_protection	MICROBE_DOMAIN_ON_NONORGANISM	WARN	wza_export_protein--METPO:2000209-->capsular_polysaccharide subject_type=GENE_OR_PROTEIN predicate='exports' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/morphology/capsule.yaml	capsule_polysaccharide_protection	MICROBE_DOMAIN_ON_NONORGANISM	WARN	kpsmt_abc_transporter--METPO:2000209-->capsular_polysaccharide subject_type=GENE_OR_PROTEIN predicate='exports' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/morphology/carotenoid_pigmentation.yaml	carotenoid_pigmentation_crt_pathway	MICROBE_DOMAIN_ON_NONORGANISM	WARN	phytoene_desaturase--METPO:2000202-->lycopene subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/morphology/diplococcus_shaped.yaml	diplococcus_shaped_septal_separation	MICROBE_DOMAIN_ON_NONORGANISM	WARN	lytr_lcp_enzyme--METPO:2000202-->wall_teichoic_acid subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/morphology/flagellated.yaml	flagellated_flagellar_motor	MICROBE_DOMAIN_ON_NONORGANISM	WARN	ft3ss_export_system--METPO:2000209-->flagellar_structural_subunits subject_type=GENE_OR_PROTEIN predicate='exports' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/morphology/gram_negative.yaml	gram_negative_outer_membrane_dye_loss	MICROBE_DOMAIN_ON_NONORGANISM	WARN	lpt_pathway--METPO:2000207-->lipopolysaccharide subject_type=PATHWAY predicate='transports' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/morphology/gram_variable.yaml	gram_variable_wall_thinning	MICROBE_DOMAIN_ON_NONORGANISM	WARN	thin_peptidoglycan_layer--METPO:2000017-->cv_iodide_complex_retention subject_type=CELLULAR_LOCALIZATION predicate='reduces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/morphology/gram_variable.yaml	gram_variable_wall_thinning	MICROBE_DOMAIN_ON_NONORGANISM	WARN	cell_wall_deficient_forms--METPO:2000202-->mixed_staining subject_type=STATE predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/morphology/pigmentation.yaml	pigmentation_biosynthetic_colorants	MICROBE_DOMAIN_ON_NONORGANISM	WARN	hppd_gene--METPO:2000202-->homogentisate subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/morphology/polyphosphate_granule.yaml	polyphosphate_granule_storage	MICROBE_DOMAIN_ON_NONORGANISM	WARN	ppx--METPO:2000007-->inorganic_polyphosphate subject_type=GENE_OR_PROTEIN predicate='degrades' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/morphology/sulfur_globule.yaml	sulfur_globule_sulfur_oxidation_intermediate	MICROBE_DOMAIN_ON_NONORGANISM	WARN	sqr--METPO:2000202-->sulfane_sulfur subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/morphology/sulfur_globule.yaml	sulfur_globule_sulfur_oxidation_intermediate	MICROBE_DOMAIN_ON_NONORGANISM	WARN	sqr--METPO:2000202-->polysulfide subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/morphology/sulfur_globule.yaml	sulfur_globule_sulfur_oxidation_intermediate	MICROBE_DOMAIN_ON_NONORGANISM	WARN	persulfide_dioxygenase--METPO:2000016-->sulfite subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/antibiotic_resistance.yaml	antibiotic_resistance_mechanisms	MICROBE_DOMAIN_ON_NONORGANISM	WARN	beta_lactamase--METPO:2000013-->beta_lactam_antibiotic subject_type=GENE_OR_PROTEIN predicate='hydrolyzes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/bioluminescence.yaml	bioluminescence_luciferase	MICROBE_DOMAIN_ON_NONORGANISM	WARN	lux_g--METPO:2000202-->fmnh2 subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/carboxydotrophic.yaml	carboxydotrophic_co_oxidation	MICROBE_DOMAIN_ON_NONORGANISM	WARN	carbon_monoxide_dehydrogenase--METPO:2000016-->carbon_monoxide subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/chemoautotrophic.yaml	chemoautotrophic_chemical_energy_co2_fixation	MICROBE_DOMAIN_ON_NONORGANISM	WARN	carbonic_anhydrase--METPO:2000202-->carbon_dioxide subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/chemolithotrophic.yaml	chemolithotrophic_inorganic_oxidation	MICROBE_DOMAIN_ON_NONORGANISM	WARN	ammonia_monooxygenase--METPO:2000016-->ammonia subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/chemolithotrophic.yaml	chemolithotrophic_inorganic_oxidation	MICROBE_DOMAIN_ON_NONORGANISM	WARN	sox_enzyme_system--METPO:2000016-->thiosulfate subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/chemoorganoheterotrophic.yaml	chemoorganoheterotrophic_organic_energy_carbon	MICROBE_DOMAIN_ON_NONORGANISM	WARN	extracellular_cazymes--METPO:2000013-->complex_polysaccharides subject_type=MOLECULAR_FUNCTION predicate='hydrolyzes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/hydrogenotrophic.yaml	hydrogenotrophic_hydrogen_oxidation_fixation	MICROBE_DOMAIN_ON_NONORGANISM	WARN	hydrogenase--METPO:2000016-->molecular_hydrogen subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/lithoheterotrophic.yaml	lithoheterotrophic_inorganic_energy_organic_carbon	MICROBE_DOMAIN_ON_NONORGANISM	WARN	sqr--METPO:2000016-->sulfide subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/lithoheterotrophic.yaml	lithoheterotrophic_inorganic_energy_organic_carbon	MICROBE_DOMAIN_ON_NONORGANISM	WARN	sox_system--METPO:2000016-->thiosulfate subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/methanotrophic.yaml	methanotrophic_methane_oxidation	MICROBE_DOMAIN_ON_NONORGANISM	WARN	methane_monooxygenase--METPO:2000016-->methane subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/methanotrophic.yaml	methanotrophic_methane_oxidation	MICROBE_DOMAIN_ON_NONORGANISM	WARN	methanol_dehydrogenase--METPO:2000016-->methanol subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/methanotrophic.yaml	methanotrophic_methane_oxidation	MICROBE_DOMAIN_ON_NONORGANISM	WARN	methanotrophic_trait--METPO:2000202-->carbon_dioxide subject_type=TRAIT predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/methylotrophic.yaml	methylotrophic_methanol_assimilation	MICROBE_DOMAIN_ON_NONORGANISM	WARN	methanol_dehydrogenase--METPO:2000016-->methanol subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/methylotrophic.yaml	methylotrophic_methanol_assimilation	MICROBE_DOMAIN_ON_NONORGANISM	WARN	pqq_dependent_mdh--METPO:2000202-->formaldehyde subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/oligotrophic.yaml	oligotrophic_low_nutrient_efficiency	MICROBE_DOMAIN_ON_NONORGANISM	WARN	streamlined_genome--METPO:2000017-->reduced_metabolic_redundancy subject_type=BIOLOGICAL_PROCESS predicate='reduces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/oxidase_activity.yaml	oxidase_activity_terminal_oxidase	MICROBE_DOMAIN_ON_NONORGANISM	WARN	heme_a3_cub_binuclear_center--METPO:2000017-->molecular_oxygen subject_type=CHEMICAL predicate='reduces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/photoautotrophic.yaml	photoautotrophic_cyanobacterial_carbon_fixation	MICROBE_DOMAIN_ON_NONORGANISM	WARN	photosystem_ii--METPO:2000016-->water subject_type=GENE_OR_PROTEIN predicate='oxidizes' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/photolithoautotrophic.yaml	photolithoautotrophic_light_inorganic_donor_fixation	MICROBE_DOMAIN_ON_NONORGANISM	WARN	dic_transporter--METPO:2000208-->bicarbonate subject_type=GENE_OR_PROTEIN predicate='imports' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/physiology/phototrophic.yaml	phototrophic_light_energy_capture	MICROBE_DOMAIN_ON_NONORGANISM	WARN	atp_synthase--METPO:2000202-->atp subject_type=GENE_OR_PROTEIN predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
data/traits/upper/observation.yaml	observation_measurement_upper_context	MICROBE_DOMAIN_ON_NONORGANISM	WARN	assay_measurement--METPO:2000202-->data_item subject_type=EXPERIMENTAL_FACTOR predicate='produces' — subject entails ⊑ microbe (METPO:1000525) via METPO:2000001
